Temperature,Humidity,Humex,CO2,Bright,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,Score,hour
23.0,20.0,20.6,467.0,1.0,0,0,0,0,0,1,0,1.0,21
23.0,20.0,20.6,476.0,1.0,0,0,0,0,0,1,0,1.0,21
23.1,20.0,20.7,473.0,1.0,0,0,0,0,0,1,0,2.0,22
23.0,20.0,20.6,482.0,1.0,0,0,0,0,0,1,0,2.0,22
23.1,20.0,20.7,496.0,1.0,0,0,0,0,0,1,0,2.0,23
23.1,20.0,20.7,483.0,1.0,0,0,0,0,0,1,0,2.0,23
23.0,20.0,20.6,474.0,1.0,0,0,0,0,0,0,1,1.0,0
23.0,20.0,20.6,467.0,1.0,0,0,0,0,0,0,1,2.0,0
23.1,20.0,20.7,488.0,1.0,0,0,0,0,0,0,1,3.0,1
23.0,19.0,20.4,479.0,1.0,0,0,0,0,0,0,1,2.0,1
23.1,19.0,20.5,479.0,1.0,0,0,0,0,0,0,1,2.0,2
23.0,19.0,20.4,459.0,1.0,0,0,0,0,0,0,1,2.0,2
23.1,19.0,20.5,461.0,1.0,0,0,0,0,0,0,1,3.0,3
23.0,19.0,20.4,452.0,1.0,0,0,0,0,0,0,1,2.0,3
23.1,19.0,20.5,476.0,1.0,0,0,0,0,0,0,1,2.0,4
23.1,19.0,20.5,460.0,1.0,0,0,0,0,0,0,1,2.0,4
23.1,19.0,20.5,452.0,1.0,0,0,0,0,0,0,1,1.0,5
23.2,19.0,20.6,455.0,1.0,0,0,0,0,0,0,1,2.0,5
23.2,18.0,20.5,466.0,1.0,0,0,0,0,0,0,1,2.0,6
23.1,18.0,20.4,439.0,1.0,0,0,0,0,0,0,1,2.0,6
23.1,19.0,20.5,465.0,1.0,0,0,0,0,0,0,1,2.0,7
23.1,19.0,20.5,453.0,1.0,0,0,0,0,0,0,1,2.0,7
23.1,19.0,20.5,458.0,1.0,0,0,0,0,0,0,1,2.0,8
23.1,19.0,20.5,453.0,2.0,0,0,0,0,0,0,1,2.0,8
23.1,20.0,20.7,454.0,3.0,0,0,0,0,0,0,1,2.0,9
23.0,20.0,20.6,456.0,3.0,0,0,0,0,0,0,1,3.0,9
23.0,20.0,20.6,452.0,6.0,0,0,0,0,0,0,1,2.0,10
23.1,21.0,20.8,458.0,9.0,0,0,0,0,0,0,1,2.0,10
23.1,21.0,20.8,454.0,14.0,0,0,0,0,0,0,1,2.0,11
23.2,22.0,21.1,466.0,21.0,0,0,0,0,0,0,1,4.0,11
23.3,22.0,21.2,461.0,17.0,0,0,0,0,0,0,1,3.0,12
23.2,22.0,21.1,476.0,22.0,0,0,0,0,0,0,1,3.0,12
23.3,23.0,21.4,456.0,14.0,0,0,0,0,0,0,1,3.0,13
23.3,24.0,21.5,440.0,21.0,0,0,0,0,0,0,1,2.0,13
23.4,24.0,21.7,452.0,11.0,0,0,0,0,0,0,1,3.0,14
23.4,25.0,21.8,455.0,7.0,0,0,0,0,0,0,1,4.0,14
23.4,25.0,21.8,457.0,14.0,0,0,0,0,0,0,1,3.0,15
23.4,25.0,21.8,452.0,6.0,0,0,0,0,0,0,1,4.0,15
23.4,26.0,22.0,463.0,2.0,0,0,0,0,0,0,1,3.0,16
23.4,26.0,22.0,449.0,2.0,0,0,0,0,0,0,1,3.0,16
23.4,27.0,22.1,458.0,1.0,0,0,0,0,0,0,1,2.0,17
23.2,27.0,21.9,462.0,1.0,0,0,0,0,0,0,1,3.0,17
23.2,27.0,21.9,469.0,1.0,0,0,0,0,0,0,1,3.0,18
23.1,27.0,21.8,460.0,1.0,0,0,0,0,0,0,1,3.0,18
23.1,27.0,21.8,458.0,1.0,0,0,0,0,0,0,1,3.0,19
23.0,27.0,21.6,470.0,1.0,0,0,0,0,0,0,1,3.0,19
23.0,27.0,21.6,468.0,1.0,0,0,0,0,0,0,1,3.0,20
23.0,27.0,21.6,442.0,1.0,0,0,0,0,0,0,1,3.0,20
23.1,27.0,21.8,445.0,1.0,0,0,0,0,0,0,1,3.0,21
23.1,27.0,21.8,460.0,1.0,0,0,0,0,0,0,1,3.0,21
23.1,27.0,21.8,463.0,1.0,0,0,0,0,0,0,1,2.0,22
23.2,27.0,21.9,455.0,1.0,0,0,0,0,0,0,1,3.0,22
23.2,28.0,22.1,459.0,1.0,0,0,0,0,0,0,1,3.0,23
23.1,28.0,21.9,464.0,1.0,0,0,0,0,0,0,1,2.0,23
23.1,28.0,21.9,465.0,1.0,1,0,0,0,0,0,0,2.0,0
23.1,28.0,21.9,438.0,1.0,1,0,0,0,0,0,0,2.0,0
23.1,29.0,22.1,462.0,1.0,1,0,0,0,0,0,0,3.0,1
23.1,29.0,22.1,453.0,1.0,1,0,0,0,0,0,0,3.0,1
23.1,29.0,22.1,447.0,1.0,1,0,0,0,0,0,0,3.0,2
23.1,29.0,22.1,440.0,1.0,1,0,0,0,0,0,0,3.0,2
23.0,30.0,22.1,444.0,1.0,1,0,0,0,0,0,0,3.0,3
23.0,30.0,22.1,440.0,1.0,1,0,0,0,0,0,0,4.0,3
23.1,30.0,22.2,444.0,1.0,1,0,0,0,0,0,0,3.0,4
23.1,31.0,22.4,435.0,1.0,1,0,0,0,0,0,0,3.0,4
23.1,31.0,22.4,457.0,1.0,1,0,0,0,0,0,0,3.0,5
23.1,32.0,22.6,430.0,1.0,1,0,0,0,0,0,0,4.0,5
23.2,34.0,23.0,438.0,1.0,1,0,0,0,0,0,0,3.0,6
23.1,35.0,23.0,433.0,1.0,1,0,0,0,0,0,0,3.0,6
23.0,35.0,22.9,442.0,1.0,1,0,0,0,0,0,0,2.0,7
23.0,36.0,23.1,471.0,2.0,1,0,0,0,0,0,0,3.0,7
23.1,36.0,23.2,504.0,2.0,1,0,0,0,0,0,0,3.0,8
23.3,37.0,23.6,577.0,7.0,1,0,0,0,0,0,0,3.0,8
23.1,38.0,23.5,621.0,8.0,1,0,0,0,0,0,0,4.0,9
23.1,39.0,23.7,692.0,16.0,1,0,0,0,0,0,0,4.0,9
23.1,40.0,23.8,729.0,15.0,1,0,0,0,0,0,0,4.0,10
23.0,41.0,23.8,771.0,13.0,1,0,0,0,0,0,0,4.0,10
24.1,39.0,25.0,771.0,15.0,1,0,0,0,0,0,0,3.0,11
25.0,38.0,26.1,813.0,19.0,1,0,0,0,0,0,0,3.0,11
25.3,36.0,26.2,777.0,29.0,1,0,0,0,0,0,0,2.0,12
25.5,35.0,26.3,750.0,27.0,1,0,0,0,0,0,0,3.0,12
25.7,33.0,26.2,708.0,26.0,1,0,0,0,0,0,0,3.0,13
25.6,32.0,25.9,695.0,16.0,1,0,0,0,0,0,0,3.0,13
25.8,31.0,26.0,732.0,18.0,1,0,0,0,0,0,0,3.0,14
25.9,30.0,25.9,831.0,17.0,1,0,0,0,0,0,0,3.0,14
24.9,31.0,24.8,840.0,14.0,1,0,0,0,0,0,0,3.0,15
24.1,31.0,23.7,807.0,13.0,1,0,0,0,0,0,0,2.0,15
23.8,31.0,23.3,860.0,20.0,1,0,0,0,0,0,0,2.0,16
23.5,31.0,22.9,780.0,15.0,1,0,0,0,0,0,0,4.0,16
23.3,31.0,22.7,733.0,14.0,1,0,0,0,0,0,0,3.0,17
23.1,31.0,22.4,700.0,15.0,1,0,0,0,0,0,0,3.0,17
22.9,31.0,22.1,694.0,14.0,1,0,0,0,0,0,0,3.0,18
22.6,32.0,21.9,632.0,1.0,1,0,0,0,0,0,0,3.0,18
22.6,32.0,21.9,586.0,1.0,1,0,0,0,0,0,0,3.0,19
22.9,32.0,22.3,558.0,1.0,1,0,0,0,0,0,0,3.0,19
22.8,32.0,22.2,549.0,1.0,1,0,0,0,0,0,0,3.0,20
22.9,31.0,22.1,516.0,1.0,1,0,0,0,0,0,0,2.0,20
22.9,31.0,22.1,505.0,1.0,1,0,0,0,0,0,0,3.0,21
22.9,31.0,22.1,487.0,1.0,1,0,0,0,0,0,0,3.0,21
22.9,31.0,22.1,489.0,1.0,1,0,0,0,0,0,0,3.0,22
22.9,31.0,22.1,480.0,1.0,1,0,0,0,0,0,0,3.0,22
23.0,31.0,22.3,460.0,1.0,1,0,0,0,0,0,0,3.0,23
23.1,31.0,22.4,471.0,1.0,1,0,0,0,0,0,0,3.0,23
23.0,31.0,22.3,467.0,1.0,0,1,0,0,0,0,0,3.0,0
23.2,30.0,22.4,470.0,1.0,0,1,0,0,0,0,0,3.0,0
23.2,30.0,22.4,463.0,1.0,0,1,0,0,0,0,0,3.0,1
23.2,29.0,22.2,466.0,1.0,0,1,0,0,0,0,0,3.0,1
23.2,29.0,22.2,450.0,1.0,0,1,0,0,0,0,0,3.0,2
23.2,28.0,22.1,455.0,1.0,0,1,0,0,0,0,0,3.0,2
23.2,28.0,22.1,453.0,1.0,0,1,0,0,0,0,0,2.0,3
23.2,28.0,22.1,459.0,1.0,0,1,0,0,0,0,0,3.0,3
23.2,27.0,21.9,457.0,1.0,0,1,0,0,0,0,0,3.0,4
23.2,27.0,21.9,454.0,1.0,0,1,0,0,0,0,0,3.0,4
23.2,27.0,21.9,440.0,1.0,0,1,0,0,0,0,0,3.0,5
23.2,27.0,21.9,470.0,1.0,0,1,0,0,0,0,0,4.0,5
23.2,27.0,21.9,467.0,1.0,0,1,0,0,0,0,0,3.0,6
23.2,26.0,21.7,463.0,1.0,0,1,0,0,0,0,0,4.0,6
23.2,26.0,21.7,474.0,1.0,0,1,0,0,0,0,0,2.0,7
23.3,27.0,22.0,485.0,8.0,0,1,0,0,0,0,0,3.0,7
23.3,27.0,22.0,523.0,8.0,0,1,0,0,0,0,0,4.0,8
23.3,27.0,22.0,599.0,10.0,0,1,0,0,0,0,0,3.0,8
23.3,28.0,22.2,692.0,16.0,0,1,0,0,0,0,0,2.0,9
23.5,29.0,22.6,833.0,20.0,0,1,0,0,0,0,0,3.0,9
23.8,30.0,23.1,923.0,55.0,0,1,0,0,0,0,0,3.0,10
24.0,30.0,23.4,990.0,73.0,0,1,0,0,0,0,0,2.0,10
24.2,30.0,23.7,1034.0,78.0,0,1,0,0,0,0,0,2.0,11
24.2,30.0,23.7,1119.0,48.0,0,1,0,0,0,0,0,1.0,11
24.3,30.0,23.8,1138.0,41.0,0,1,0,0,0,0,0,2.0,12
24.6,30.0,24.2,1102.0,35.0,0,1,0,0,0,0,0,2.0,12
24.9,29.0,24.4,1073.0,77.0,0,1,0,0,0,0,0,2.0,13
25.0,29.0,24.5,1026.0,106.0,0,1,0,0,0,0,0,2.0,13
25.1,29.0,24.7,1039.0,72.0,0,1,0,0,0,0,0,2.0,14
25.0,29.0,24.5,1094.0,100.0,0,1,0,0,0,0,0,2.0,14
24.9,30.0,24.6,1148.0,58.0,0,1,0,0,0,0,0,2.0,15
24.7,30.0,24.3,1108.0,70.0,0,1,0,0,0,0,0,2.0,15
24.6,30.0,24.2,1122.0,25.0,0,1,0,0,0,0,0,2.0,16
24.5,30.0,24.1,1085.0,15.0,0,1,0,0,0,0,0,2.0,16
24.5,29.0,23.9,996.0,17.0,0,1,0,0,0,0,0,2.0,17
24.5,29.0,23.9,939.0,17.0,0,1,0,0,0,0,0,2.0,17
24.4,29.0,23.8,864.0,3.0,0,1,0,0,0,0,0,2.0,18
24.4,28.0,23.6,771.0,1.0,0,1,0,0,0,0,0,2.0,18
24.4,28.0,23.6,698.0,1.0,0,1,0,0,0,0,0,2.0,19
24.5,27.0,23.5,652.0,1.0,0,1,0,0,0,0,0,2.0,19
24.7,27.0,23.8,610.0,1.0,0,1,0,0,0,0,0,2.0,20
24.8,26.0,23.8,582.0,1.0,0,1,0,0,0,0,0,1.0,20
24.9,26.0,23.9,576.0,1.0,0,1,0,0,0,0,0,3.0,21
24.9,25.0,23.7,559.0,1.0,0,1,0,0,0,0,0,2.0,21
24.9,25.0,23.7,539.0,1.0,0,1,0,0,0,0,0,1.0,22
24.8,25.0,23.6,557.0,1.0,0,1,0,0,0,0,0,2.0,22
24.9,25.0,23.7,539.0,1.0,0,1,0,0,0,0,0,2.0,23
24.8,24.0,23.4,545.0,1.0,0,1,0,0,0,0,0,2.0,23
24.8,24.0,23.4,530.0,1.0,0,0,1,0,0,0,0,2.0,0
24.8,24.0,23.4,531.0,1.0,0,0,1,0,0,0,0,3.0,0
24.8,24.0,23.4,540.0,1.0,0,0,1,0,0,0,0,2.0,1
24.8,23.0,23.2,533.0,1.0,0,0,1,0,0,0,0,2.0,1
24.7,23.0,23.1,541.0,1.0,0,0,1,0,0,0,0,1.0,2
24.7,23.0,23.1,542.0,1.0,0,0,1,0,0,0,0,1.0,2
24.7,22.0,22.9,535.0,1.0,0,0,1,0,0,0,0,2.0,3
24.7,22.0,22.9,530.0,1.0,0,0,1,0,0,0,0,2.0,3
24.7,22.0,22.9,537.0,1.0,0,0,1,0,0,0,0,1.0,4
24.7,21.0,22.8,545.0,1.0,0,0,1,0,0,0,0,1.0,4
24.7,21.0,22.8,517.0,1.0,0,0,1,0,0,0,0,2.0,5
24.7,21.0,22.8,523.0,1.0,0,0,1,0,0,0,0,2.0,5
24.7,21.0,22.8,525.0,1.0,0,0,1,0,0,0,0,2.0,6
24.7,21.0,22.8,534.0,1.0,0,0,1,0,0,0,0,2.0,6
24.7,20.0,22.6,532.0,1.0,0,0,1,0,0,0,0,2.0,7
24.7,20.0,22.6,539.0,2.0,0,0,1,0,0,0,0,2.0,7
23.7,21.0,21.6,583.0,3.0,0,0,1,0,0,0,0,1.0,8
23.4,22.0,21.4,643.0,20.0,0,0,1,0,0,0,0,3.0,8
23.4,22.0,21.4,687.0,72.0,0,0,1,0,0,0,0,3.0,9
23.6,23.0,21.8,770.0,158.0,0,0,1,0,0,0,0,2.0,9
23.7,23.0,21.9,843.0,76.0,0,0,1,0,0,0,0,3.0,10
23.7,24.0,22.0,926.0,101.0,0,0,1,0,0,0,0,2.0,10
23.7,24.0,22.0,987.0,73.0,0,0,1,0,0,0,0,2.0,11
24.1,24.0,22.5,1004.0,111.0,0,0,1,0,0,0,0,1.0,11
24.6,24.0,23.2,1002.0,106.0,0,0,1,0,0,0,0,2.0,12
24.8,23.0,23.2,959.0,123.0,0,0,1,0,0,0,0,2.0,12
24.9,23.0,23.4,940.0,44.0,0,0,1,0,0,0,0,2.0,13
24.9,23.0,23.4,928.0,28.0,0,0,1,0,0,0,0,2.0,13
24.8,24.0,23.4,925.0,23.0,0,0,1,0,0,0,0,2.0,14
24.7,24.0,23.3,982.0,32.0,0,0,1,0,0,0,0,2.0,14
24.5,25.0,23.2,983.0,27.0,0,0,1,0,0,0,0,1.0,15
24.4,25.0,23.1,978.0,29.0,0,0,1,0,0,0,0,2.0,15
24.4,25.0,23.1,984.0,21.0,0,0,1,0,0,0,0,2.0,16
24.4,25.0,23.1,974.0,19.0,0,0,1,0,0,0,0,3.0,16
24.4,25.0,23.1,968.0,17.0,0,0,1,0,0,0,0,2.0,17
24.4,25.0,23.1,909.0,17.0,0,0,1,0,0,0,0,2.0,17
24.4,25.0,23.1,852.0,17.0,0,0,1,0,0,0,0,2.0,18
24.5,25.0,23.2,787.0,7.0,0,0,1,0,0,0,0,2.0,18
24.5,24.0,23.0,686.0,7.0,0,0,1,0,0,0,0,2.0,19
24.6,24.0,23.2,659.0,1.0,0,0,1,0,0,0,0,3.0,19
24.6,24.0,23.2,595.0,1.0,0,0,1,0,0,0,0,2.0,20
24.6,24.0,23.2,569.0,1.0,0,0,1,0,0,0,0,2.0,20
24.7,24.0,23.3,526.0,1.0,0,0,1,0,0,0,0,2.0,21
24.6,24.0,23.2,519.0,1.0,0,0,1,0,0,0,0,2.0,21
24.6,24.0,23.2,497.0,1.0,0,0,1,0,0,0,0,2.0,22
24.5,24.0,23.0,488.0,1.0,0,0,1,0,0,0,0,2.0,22
24.5,23.0,22.9,477.0,1.0,0,0,1,0,0,0,0,2.0,23
24.5,23.0,22.9,466.0,1.0,0,0,1,0,0,0,0,2.0,23
24.6,23.0,23.0,455.0,1.0,0,0,0,1,0,0,0,2.0,0
24.5,24.0,23.0,468.0,1.0,0,0,0,1,0,0,0,2.0,0
24.6,24.0,23.2,473.0,1.0,0,0,0,1,0,0,0,2.0,1
24.4,24.0,22.9,471.0,1.0,0,0,0,1,0,0,0,3.0,1
24.5,24.0,23.0,470.0,1.0,0,0,0,1,0,0,0,2.0,2
24.4,24.0,22.9,464.0,1.0,0,0,0,1,0,0,0,2.0,2
24.4,25.0,23.1,480.0,1.0,0,0,0,1,0,0,0,2.0,3
24.4,25.0,23.1,473.0,1.0,0,0,0,1,0,0,0,2.0,3
24.5,25.0,23.2,477.0,1.0,0,0,0,1,0,0,0,2.0,4
24.5,25.0,23.2,462.0,1.0,0,0,0,1,0,0,0,2.0,4
24.5,25.0,23.2,463.0,1.0,0,0,0,1,0,0,0,2.0,5
24.4,25.0,23.1,490.0,1.0,0,0,0,1,0,0,0,2.0,5
24.4,26.0,23.3,481.0,1.0,0,0,0,1,0,0,0,2.0,6
24.3,26.0,23.1,492.0,1.0,0,0,0,1,0,0,0,2.0,6
24.4,27.0,23.4,498.0,1.0,0,0,0,1,0,0,0,2.0,7
24.3,27.0,23.3,522.0,2.0,0,0,0,1,0,0,0,2.0,7
23.5,28.0,22.4,565.0,8.0,0,0,0,1,0,0,0,2.0,8
23.0,30.0,22.1,636.0,9.0,0,0,0,1,0,0,0,3.0,8
22.7,31.0,21.9,690.0,27.0,0,0,0,1,0,0,0,3.0,9
22.8,33.0,22.3,772.0,46.0,0,0,0,1,0,0,0,3.0,9
22.8,33.0,22.3,846.0,76.0,0,0,0,1,0,0,0,2.0,10
22.8,33.0,22.3,881.0,59.0,0,0,0,1,0,0,0,2.0,10
22.9,34.0,22.6,906.0,135.0,0,0,0,1,0,0,0,3.0,11
23.6,33.0,23.4,851.0,100.0,0,0,0,1,0,0,0,3.0,11
24.6,31.0,24.4,839.0,98.0,0,0,0,1,0,0,0,3.0,12
25.2,30.0,25.0,757.0,168.0,0,0,0,1,0,0,0,3.0,12
25.2,29.0,24.8,663.0,55.0,0,0,0,1,0,0,0,3.0,13
24.7,30.0,24.3,709.0,92.0,0,0,0,1,0,0,0,3.0,13
24.4,32.0,24.3,844.0,85.0,0,0,0,1,0,0,0,3.0,14
24.3,32.0,24.1,913.0,81.0,0,0,0,1,0,0,0,3.0,14
24.2,33.0,24.2,967.0,35.0,0,0,0,1,0,0,0,3.0,15
23.8,33.0,23.6,911.0,60.0,0,0,0,1,0,0,0,3.0,15
23.7,33.0,23.5,936.0,18.0,0,0,0,1,0,0,0,3.0,16
23.6,33.0,23.4,891.0,11.0,0,0,0,1,0,0,0,3.0,16
23.4,33.0,23.1,779.0,6.0,0,0,0,1,0,0,0,3.0,17
23.2,33.0,22.8,709.0,6.0,0,0,0,1,0,0,0,3.0,17
23.0,33.0,22.6,753.0,7.0,0,0,0,1,0,0,0,3.0,18
22.8,33.0,22.3,728.0,2.0,0,0,0,1,0,0,0,3.0,18
22.6,33.0,22.1,664.0,2.0,0,0,0,1,0,0,0,4.0,19
22.4,33.0,21.8,622.0,1.0,0,0,0,1,0,0,0,3.0,19
22.3,33.0,21.7,587.0,1.0,0,0,0,1,0,0,0,3.0,20
22.2,32.0,21.4,546.0,1.0,0,0,0,1,0,0,0,3.0,20
22.0,32.0,21.1,536.0,1.0,0,0,0,1,0,0,0,3.0,21
21.9,32.0,21.0,513.0,1.0,0,0,0,1,0,0,0,3.0,21
21.9,32.0,21.0,508.0,1.0,0,0,0,1,0,0,0,2.0,22
21.8,32.0,20.9,485.0,1.0,0,0,0,1,0,0,0,3.0,22
21.7,31.0,20.6,479.0,1.0,0,0,0,1,0,0,0,2.0,23
21.7,31.0,20.6,475.0,1.0,0,0,0,1,0,0,0,2.0,23
21.6,31.0,20.5,477.0,1.0,0,0,0,0,1,0,0,3.0,0
21.5,31.0,20.3,471.0,1.0,0,0,0,0,1,0,0,3.0,0
21.3,31.0,20.1,467.0,1.0,0,0,0,0,1,0,0,3.0,1
21.2,31.0,20.0,454.0,1.0,0,0,0,0,1,0,0,3.0,1
21.1,31.0,19.8,455.0,1.0,0,0,0,0,1,0,0,3.0,2
21.0,31.0,19.7,460.0,1.0,0,0,0,0,1,0,0,2.0,2
20.9,31.0,19.6,460.0,1.0,0,0,0,0,1,0,0,2.0,3
20.9,31.0,19.6,455.0,1.0,0,0,0,0,1,0,0,2.0,3
20.9,31.0,19.6,445.0,1.0,0,0,0,0,1,0,0,2.0,4
20.8,30.0,19.3,457.0,1.0,0,0,0,0,1,0,0,2.0,4
20.8,30.0,19.3,458.0,1.0,0,0,0,0,1,0,0,2.0,5
20.7,30.0,19.2,460.0,1.0,0,0,0,0,1,0,0,2.0,5
20.7,30.0,19.2,459.0,1.0,0,0,0,0,1,0,0,2.0,6
20.7,30.0,19.2,485.0,1.0,0,0,0,0,1,0,0,3.0,6
20.6,30.0,19.1,462.0,1.0,0,0,0,0,1,0,0,2.0,7
20.7,30.0,19.2,514.0,7.0,0,0,0,0,1,0,0,2.0,7
20.9,30.0,19.4,539.0,8.0,0,0,0,0,1,0,0,1.0,8
21.8,29.0,20.4,606.0,13.0,0,0,0,0,1,0,0,4.0,8
22.8,29.0,21.7,675.0,27.0,0,0,0,0,1,0,0,3.0,9
23.6,28.0,22.6,811.0,69.0,0,0,0,0,1,0,0,2.0,9
24.1,28.0,23.2,820.0,40.0,0,0,0,0,1,0,0,2.0,10
23.7,28.0,22.7,844.0,116.0,0,0,0,0,1,0,0,3.0,10
23.6,29.0,22.7,911.0,269.0,0,0,0,0,1,0,0,4.0,11
23.1,29.0,22.1,901.0,163.0,0,0,0,0,1,0,0,3.0,11
23.0,29.0,22.0,836.0,101.0,0,0,0,0,1,0,0,3.0,12
22.8,29.0,21.7,779.0,188.0,0,0,0,0,1,0,0,3.0,12
22.8,28.0,21.5,737.0,126.0,0,0,0,0,1,0,0,3.0,13
22.9,27.0,21.5,724.0,251.0,0,0,0,0,1,0,0,3.0,13
23.1,27.0,21.8,803.0,94.0,0,0,0,0,1,0,0,3.0,14
23.9,26.0,22.6,851.0,68.0,0,0,0,0,1,0,0,3.0,14
23.5,26.0,22.1,865.0,87.0,0,0,0,0,1,0,0,3.0,15
23.2,26.0,21.7,879.0,50.0,0,0,0,0,1,0,0,3.0,15
23.2,26.0,21.7,872.0,26.0,0,0,0,0,1,0,0,3.0,16
23.7,25.0,22.2,776.0,15.0,0,0,0,0,1,0,0,3.0,16
24.0,25.0,22.6,733.0,6.0,0,0,0,0,1,0,0,2.0,17
24.0,25.0,22.6,687.0,6.0,0,0,0,0,1,0,0,2.0,17
24.0,25.0,22.6,686.0,6.0,0,0,0,0,1,0,0,2.0,18
23.2,25.0,21.6,631.0,1.0,0,0,0,0,1,0,0,3.0,18
22.6,26.0,21.0,585.0,1.0,0,0,0,0,1,0,0,3.0,19
22.3,26.0,20.6,554.0,1.0,0,0,0,0,1,0,0,3.0,19
21.9,26.0,20.1,528.0,1.0,0,0,0,0,1,0,0,3.0,20
21.7,27.0,20.0,512.0,1.0,0,0,0,0,1,0,0,3.0,20
21.5,27.0,19.8,492.0,1.0,0,0,0,0,1,0,0,3.0,21
21.5,27.0,19.8,490.0,1.0,0,0,0,0,1,0,0,3.0,21
21.3,27.0,19.5,480.0,1.0,0,0,0,0,1,0,0,4.0,22
21.2,27.0,19.4,466.0,1.0,0,0,0,0,1,0,0,3.0,22
21.1,27.0,19.3,472.0,1.0,0,0,0,0,1,0,0,2.0,23
21.1,28.0,19.4,470.0,1.0,0,0,0,0,1,0,0,2.0,23
20.9,28.0,19.2,466.0,1.0,0,0,0,0,0,1,0,3.0,0
20.9,27.0,19.0,457.0,1.0,0,0,0,0,0,1,0,2.0,0
20.8,27.0,18.9,444.0,1.0,0,0,0,0,0,1,0,2.0,1
20.7,28.0,18.9,457.0,1.0,0,0,0,0,0,1,0,2.0,1
20.7,28.0,18.9,471.0,1.0,0,0,0,0,0,1,0,2.0,2
20.6,28.0,18.8,461.0,1.0,0,0,0,0,0,1,0,2.0,2
20.5,28.0,18.7,455.0,1.0,0,0,0,0,0,1,0,2.0,3
20.5,27.0,18.5,457.0,1.0,0,0,0,0,0,1,0,1.0,3
20.4,27.0,18.4,451.0,1.0,0,0,0,0,0,1,0,2.0,4
20.4,27.0,18.4,454.0,1.0,0,0,0,0,0,1,0,2.0,4
20.4,28.0,18.6,461.0,1.0,0,0,0,0,0,1,0,3.0,5
20.3,27.0,18.3,468.0,1.0,0,0,0,0,0,1,0,2.0,5
20.3,27.0,18.3,468.0,1.0,0,0,0,0,0,1,0,2.0,6
20.2,27.0,18.2,475.0,1.0,0,0,0,0,0,1,0,2.0,6
20.2,27.0,18.2,450.0,1.0,0,0,0,0,0,1,0,2.0,7
20.2,27.0,18.2,460.0,1.0,0,0,0,0,0,1,0,2.0,7
20.2,27.0,18.2,470.0,1.0,0,0,0,0,0,1,0,2.0,8
20.2,28.0,18.3,472.0,3.0,0,0,0,0,0,1,0,2.0,8
20.2,28.0,18.3,476.0,7.0,0,0,0,0,0,1,0,2.0,9
20.2,28.0,18.3,471.0,13.0,0,0,0,0,0,1,0,2.0,9
20.2,28.0,18.3,481.0,19.0,0,0,0,0,0,1,0,2.0,10
20.2,27.0,18.2,465.0,20.0,0,0,0,0,0,1,0,2.0,10
20.2,27.0,18.2,470.0,86.0,0,0,0,0,0,1,0,3.0,11
20.2,27.0,18.2,477.0,65.0,0,0,0,0,0,1,0,2.0,11
20.2,27.0,18.2,471.0,45.0,0,0,0,0,0,1,0,2.0,12
20.2,27.0,18.2,457.0,60.0,0,0,0,0,0,1,0,2.0,12
20.3,26.0,18.2,459.0,91.0,0,0,0,0,0,1,0,2.0,13
20.3,26.0,18.2,462.0,63.0,0,0,0,0,0,1,0,2.0,13
20.3,26.0,18.2,466.0,35.0,0,0,0,0,0,1,0,2.0,14
20.3,26.0,18.2,447.0,76.0,0,0,0,0,0,1,0,2.0,14
20.3,26.0,18.2,463.0,9.0,0,0,0,0,0,1,0,3.0,15
20.2,27.0,18.2,469.0,3.0,0,0,0,0,0,1,0,2.0,15
20.2,27.0,18.2,457.0,2.0,0,0,0,0,0,1,0,2.0,16
20.1,28.0,18.2,467.0,2.0,0,0,0,0,0,1,0,2.0,16
20.0,28.0,18.1,469.0,1.0,0,0,0,0,0,1,0,2.0,17
19.9,29.0,18.1,462.0,1.0,0,0,0,0,0,1,0,1.0,17
19.9,29.0,18.1,465.0,1.0,0,0,0,0,0,1,0,1.0,18
19.8,29.0,17.9,466.0,1.0,0,0,0,0,0,1,0,2.0,18
19.8,29.0,17.9,476.0,1.0,0,0,0,0,0,1,0,2.0,19
19.8,29.0,17.9,479.0,1.0,0,0,0,0,0,1,0,2.0,19
19.7,29.0,17.8,472.0,1.0,0,0,0,0,0,1,0,2.0,20
19.7,29.0,17.8,467.0,1.0,0,0,0,0,0,1,0,2.0,20
19.7,29.0,17.8,458.0,1.0,0,0,0,0,0,1,0,1.0,21
19.6,29.0,17.7,479.0,1.0,0,0,0,0,0,1,0,2.0,21
19.6,29.0,17.7,477.0,1.0,0,0,0,0,0,1,0,2.0,22
19.6,29.0,17.7,463.0,1.0,0,0,0,0,0,1,0,2.0,22
19.6,29.0,17.7,487.0,1.0,0,0,0,0,0,1,0,2.0,23
19.6,29.0,17.7,478.0,1.0,0,0,0,0,0,1,0,2.0,23
19.5,29.0,17.6,462.0,1.0,0,0,0,0,0,0,1,2.0,0
19.5,29.0,17.6,456.0,1.0,0,0,0,0,0,0,1,1.0,0
19.4,29.0,17.5,465.0,1.0,0,0,0,0,0,0,1,2.0,1
19.4,29.0,17.5,466.0,1.0,0,0,0,0,0,0,1,2.0,1
19.4,29.0,17.5,467.0,1.0,0,0,0,0,0,0,1,2.0,2
19.4,29.0,17.5,472.0,1.0,0,0,0,0,0,0,1,2.0,2
